"AdaptDown","AdaptUp","Stage1_1","Stage1_2","Stage1_3","Stage1_4","Stage1_5","Stage2_1","Stage2_2","Stage2_3","Stage2_4","Stage2_5","Stage3_1","Stage3_2","Stage3_3","Stage3_4","Stage3_5","Stage4_1","Stage4_2","Stage4_3","Stage4_4","Stage4_5","Stage5_1","Stage5_2","Stage5_3","Stage5_4","Stage5_5","Stage6_1","Stage6_2","Stage6_3","Stage6_4","Stage6_5","Stage7_1","Stage7_2","Stage7_3","Stage7_4","Stage7_5","Marg_Bias","Marg_MSE","StartCor_Bias","StartLow_Bias","StartHigh_Bias","StartCor_MSE","StartLow_MSE","StartHigh_MSE","TStart1_Bias","TStart2_Bias","TStart3_Bias","TStart4_Bias","TStart1_MSE","TStart2_MSE","TStart3_MSE","TStart4_MSE"
15,70,252.33,461.36,620.67,665.64,0,137.48,425.95,698.86,607.6,130.11,113.95,395.35,689.05,588.74,212.91,107.76,379.45,688.64,577.66,246.49,109.16,381.76,670.54,580.14,258.4,109.3,375.54,672.02,575.3,267.84,110.11,381.43,664.99,574.84,268.63,-0.000553746130317101,0.0389548824106428,-0.00733300770089018,-0.00129493655533717,0.0139383165851674,0.0371637047564206,0.0394821775468462,0.0418229660028705,0.0738466562144775,0.0342896240215287,-0.000263399014891289,-0.0445091273504847,0.044328500652231,0.0388808125176487,0.0382564992127711,0.0387171543076748
15,75,249.12,460.67,624.18,666.03,0,196.72,474.5,675.75,594.93,58.1,174.54,476.49,714.89,532.81,101.27,163.24,481.56,712.65,513.5,129.05,162.96,479.85,711.97,499.5,145.72,159.98,478.64,714.92,489.47,156.99,161.41,480.2,711.93,485.71,160.75,0.000976375788946272,0.0385854011614592,-0.00585370678433261,0.00295142033859626,0.0119131919130765,0.0359974073458695,0.041540758481156,0.0398034390174061,0.0697824463043654,0.0387279973188298,0.000206244441749098,-0.0420229303472537,0.0410437859935796,0.0392500944508512,0.0377480505706494,0.0385712748639917
15,80,250.8,460.99,623.68,664.53,0,197.25,477.07,685.6,583.51,56.57,174.9,480.94,710.17,534.49,99.5,169.15,479.3,719.31,509.81,122.43,163.65,481.75,722.88,493.99,137.73,162.8,486.36,718.26,483.89,148.69,163.28,478.87,719.92,479.03,158.9,0.0010660979239202,0.0385243115380663,-0.00532554438183049,0.00214409610357775,0.0122670130828929,0.0357904938528552,0.0421388886362353,0.0391033259355941,0.0696122560395692,0.0394716089556231,-0.000676387070818275,-0.0419431275617708,0.0415057993338437,0.0391838773336151,0.0371516072424029,0.0390547323539069
15,85,249.45,460.19,623.92,666.44,0,196.38,477.98,680.87,590.47,54.3,178.95,480.37,703.49,536.35,100.84,171.03,480.25,711.01,506.54,131.17,168.53,485.33,708.98,492.21,144.95,167.31,483.96,705.22,489.5,154.01,165.06,483.74,705.99,486,159.21,-0.000275347513145018,0.0381476043603741,-0.00675514306327194,0.0014598243707541,0.0102877291279972,0.0357730387438191,0.0410948600505005,0.0388560248540527,0.0717414218904738,0.0363595387888501,-0.00181292080255188,-0.0423718297232989,0.0429248138200017,0.0386814054803112,0.0367511698588311,0.0384612421356891
15,90,248.83,462.08,622.63,666.46,0,250.58,506.85,679.39,550.94,12.24,258.69,535.46,698.74,482.6,24.51,263.12,554.95,706.1,440.71,35.12,268.5,566.21,709.16,412.85,43.28,270.57,574.25,711.83,392.32,51.03,272.44,584.9,707.95,378.19,56.52,0.00892063831938374,0.0462492907370099,-0.00515074159436249,0.02554381065131,0.0144022684343126,0.0384740127233386,0.0630758817118008,0.0388492251061,0.0727719600848105,0.0543239988647271,0.0115171954786282,-0.0434376408642892,0.0441431125547018,0.0503322450616377,0.0429902204937589,0.0475530796279055
15,95,248.86,460.22,621.39,669.53,0,252.21,505.47,675.94,553.22,13.16,258.25,535.04,699.67,482.09,24.95,260.91,555.26,711.57,437.19,35.07,262.39,574.19,706.97,412.98,43.47,266.91,580.82,706.78,394.65,50.84,268.7,588.1,707.54,378.37,57.29,0.00929828901021163,0.0473368295861575,-0.0040452512560482,0.0273734876865109,0.0113254419473863,0.038886396369315,0.0655710431983575,0.0395745105005101,0.0762249074701758,0.0583071093458556,0.00953008228311026,-0.0435288463217758,0.0447101763555562,0.0518996263858071,0.0446745362161611,0.0475950791133215
15,100,249.45,463.16,623.46,663.93,0,278.13,519.94,673.49,528.44,0,303.16,561.94,692.61,442.29,0,325.31,590.47,700.69,383.53,0,344.86,614.56,697.6,342.98,0,362.9,631.38,692.46,313.26,0,379.19,643.64,687.8,289.37,0,0.0274275534835803,0.0653803862927582,-0.00424181510271193,0.0844336970572355,0.0131112952798435,0.0408085103410275,0.120863661511626,0.0390405607661541,0.0739414758191899,0.0963082614543314,0.0320691281719911,-0.0424869023460012,0.044580413447537,0.0859074777620591,0.0591296178654047,0.0614915618180974
20,50,250.12,458.88,619.95,671.05,0,82.04,383.63,665.25,611.08,258,78.66,300.44,611.26,637.02,372.62,73.68,291.31,601.07,635.99,397.95,70.29,282.08,606.67,645.4,395.56,70.91,282.6,596.74,637.69,412.06,71.26,279.13,605.78,635.53,408.3,-0.00200976954501155,0.0444261320735368,-0.010815630661167,-0.00250567516447754,0.0163002209566025,0.0427715108650838,0.0436941067556264,0.04874750147858,0.0843825051745561,0.0417081736762461,-0.00444087699679269,-0.0515544009930614,0.0524703171486074,0.0456088789808924,0.0437139795985778,0.0426123181213386
20,55,250.41,459.1,625.05,665.44,0,81.45,393.54,665.56,610.96,248.49,78.82,301.91,612.46,641.48,365.33,75.42,289.83,608.21,630.03,396.51,69.6,292.99,609.76,630.77,396.88,70.36,284.48,599.97,641.43,403.76,69.77,281.81,602.14,638.78,407.5,-0.00164587784217045,0.0444929963322563,-0.00946074610319311,-0.00186192919195057,0.0139924961871422,0.0427854948161322,0.0438709736129276,0.0487146914364142,0.0801734397985497,0.0408912978401189,-0.00388568230953822,-0.0502791265551415,0.0518549288266966,0.0459437422626622,0.0439280106505584,0.0424294131282046
20,60,248.82,464.2,622.16,664.82,0,132.06,420.87,704.21,613.23,129.63,109.99,389.4,689.85,593.74,217.02,106.22,382.74,680.04,581.79,249.21,105.05,380.34,673.96,579.37,261.28,107.61,377.76,672.34,570.21,272.08,104.97,373.85,674.11,578.84,268.23,-0.000769851231659433,0.0391091779202254,-0.00637089656455077,-0.00051263258685266,0.0100585351183446,0.0375232580651937,0.0393917805596713,0.0418813939705012,0.0734681973760855,0.0362889477826983,-0.0016759156807907,-0.0447076964120997,0.0436023961380345,0.0391961404271024,0.0387328542070928,0.0385110153387129
20,65,249.61,457.97,622.93,669.49,0,134.99,423.58,689.44,615.77,136.22,113.42,393.99,685.05,590.9,216.64,104.84,385.27,673.66,584.44,251.79,106.04,376.33,676.91,575.23,265.49,104.34,374.9,674.49,580.52,265.75,102.97,368.45,675.74,583.04,269.8,-0.00141205650582733,0.0392707728210007,-0.0087102954503736,-0.000881284788877523,0.0123378238550652,0.0375180067618155,0.0395793608322148,0.0423269884529163,0.0705247200901251,0.0359045424841041,-0.0015098728723995,-0.0454430508132952,0.044386778973276,0.0391844099502821,0.0387692048022435,0.0388790549542477
20,70,251.23,461.21,621.07,666.49,0,133.54,434.29,688.5,608.36,135.31,112.99,398.42,680.42,589.15,219.02,105.81,383.41,670.09,587.75,252.94,106.21,376.15,675.91,580.35,261.38,105.73,379.3,668.94,574.12,271.91,106.11,385.11,660.32,578.51,269.95,-0.00085139114830557,0.0388840435464338,-0.00721096926339706,-0.00178371986637245,0.0132702768566806,0.0372134875396668,0.0391038603235373,0.0419300652152984,0.0770323989052451,0.0342287521830332,-0.00151225176924704,-0.0444319193310766,0.045005726825924,0.0387657978406899,0.038079763270443,0.0386446543695687
20,75,251.3,455.38,621.11,672.21,0,198.53,464.67,689.13,591.57,56.1,178.14,474.71,703.18,541.68,102.29,168.02,475.92,711.74,512.92,131.4,166.16,478.52,717.73,493.29,144.3,164.28,473.29,722.44,486.33,153.66,166.28,470.48,718.04,486.75,158.45,0.00132306906917624,0.0382793575477795,-0.00524998976268232,0.00269208872679178,0.0126042918848749,0.0360237217768065,0.0410073630259172,0.0390805878498251,0.0751494156149261,0.036213876691186,0.00161212005221049,-0.0421111935380635,0.0428886283760286,0.0387449962988628,0.0368631073868128,0.0386282796104544
20,80,252.03,459.43,621.35,667.19,0,195.62,472.78,687.69,589.14,54.77,171.9,479.83,709.16,538.66,100.45,167.77,476.83,718.55,509.5,127.35,164.82,475.83,718.4,498.92,142.03,164.42,480.96,708.91,491.21,154.5,162.72,481.63,712.33,484.89,158.43,0.00131124935471422,0.0388180205633447,-0.00582178632680525,0.00378080177705179,0.0122525820633577,0.0364534234300796,0.0414358367086876,0.0399908412632966,0.0714382048522278,0.0394372160739799,0.000428844970412374,-0.0423873400338504,0.0420351569262594,0.0393329508062431,0.0373656770779497,0.0395538607323459
20,85,250.73,458.16,621.18,669.93,0,196.75,479.88,667.93,599.17,56.27,175.83,488.71,692.33,541.97,101.16,166.94,486.53,712.51,504.21,129.81,163.03,485.07,712.18,494.57,145.15,162.59,485.28,716.13,482.44,153.56,162.55,484.32,715.55,478.62,158.96,0.000811339719637956,0.0382298840772755,-0.00642426266165861,0.0032990297914886,0.0120451503209499,0.0355598337956988,0.0414108208343578,0.0393393678937489,0.0708486019840376,0.0393814059050275,-0.00143054844193462,-0.0417374812032867,0.0407751695572849,0.0395770708802446,0.0367664938877793,0.0384085791973604
20,90,250.22,464.92,616.98,667.88,0,255.19,508.1,672.39,550.86,13.46,260.55,537.73,697.08,479.27,25.37,263.77,560.95,703.14,437.62,34.52,267.15,573.68,708.3,408.41,42.46,268.54,584.67,707.39,389.81,49.59,272.35,590.03,703.21,379.96,54.45,0.00833599715511079,0.0463111560185589,-0.00578555170686408,0.0253913980717841,0.0134520993914801,0.0377600964511856,0.0639722882027291,0.0394778560756132,0.0722136744895471,0.056515707713576,0.00844327355751295,-0.0435417263210831,0.0444197852085852,0.0514273397483288,0.0435008815330766,0.0461527023202876
20,95,251.39,460.27,624.75,663.59,0,256.72,503.85,678.52,547.75,13.16,261.66,532.9,698.56,483,23.88,266.07,551.92,706.96,441.4,33.65,269.22,569.6,706.13,412.46,42.59,272.25,581.74,704.84,391.92,49.25,272.83,589.42,703.28,379.77,54.7,0.00908590421356914,0.0467854509824328,-0.00442735444081009,0.0270868920602951,0.0115332851185238,0.0382953029143556,0.0645395056152614,0.039718885154446,0.0765163089699082,0.0561292297733623,0.00948477963180704,-0.043418524122231,0.0450393544456625,0.0518441208611582,0.0440836651602512,0.0465389818931835
20,100,249.53,463.37,624.58,662.52,0,277.57,520.09,675.49,526.85,0,303.01,557.49,701.06,438.44,0,324.88,587.83,706.83,380.46,0,344.48,608.37,706.37,340.78,0,362.56,628.77,697.17,311.5,0,378.31,644,687.8,289.89,0,0.0268384438060154,0.0647916922950695,-0.00240161546176382,0.079601784705377,0.0129080679018374,0.0408167114950416,0.118981126142126,0.0387237850190258,0.074618261925275,0.0950944495798048,0.0325540554225461,-0.0441673462178492,0.0468516686348798,0.0830861578118824,0.0586532649059991,0.062027634077977
25,50,250.11,461.48,621.04,667.37,0,79.43,391.83,668.38,615.59,244.77,77,306.56,621.97,629.84,364.63,73.89,297.86,601.89,638.57,387.79,72.63,284.26,601.08,638.91,403.12,69.44,288.9,598.78,647.27,395.61,71.64,282.98,604.08,642.55,398.75,-0.00104176197467969,0.0442235777304215,-0.00806340520532346,-0.00349842279512047,0.0158600362426746,0.0426650389601047,0.0431715867550187,0.0487062996330926,0.0834543747123167,0.0400292963541886,-0.0020846997055561,-0.050819330626559,0.0520680578341669,0.0445610881300514,0.0441092981098115,0.0423544865679785
25,55,248.82,462.41,624.49,664.28,0,83.02,393.87,671.6,609.72,241.79,76.22,310.99,621.08,624.68,367.03,70.34,297.73,603.09,638.82,390.02,72.63,286.84,600.03,643.68,396.82,72.49,285.23,593,642.23,407.05,70.63,285.63,594.63,646.24,402.87,-0.000742073073692511,0.0444221634864754,-0.00768333159781035,-0.00293572217343396,0.0159804484938418,0.0428120731450303,0.0437867372421641,0.048477432895092,0.0847231788122696,0.0407061253567264,-0.00224438371815525,-0.0499322157781886,0.0537477939030501,0.0461023650409663,0.0436266525802628,0.0420690064720479
25,60,252.55,457.93,623.25,666.27,0,132.95,440.44,678.08,618.43,130.1,112.15,404.8,679.64,585.02,218.39,108.42,389.03,666.89,585.07,250.59,107.34,377.84,671.97,577.33,265.52,105.28,372.03,677.29,581.25,264.15,107.35,371.24,666.22,586.36,268.83,-0.00118538983480579,0.0387102914970102,-0.00858258912218416,-0.00085293635483774,0.0132077597204619,0.0371248754355893,0.0392078489691995,0.0412059432826764,0.0696817209828014,0.0326910196263648,0.00156376141247935,-0.0462947929540868,0.0434306724872223,0.0383383325300905,0.0378396300891357,0.0390602780258674
25,65,250.71,461.92,621.84,665.53,0,130.65,435.05,682.42,614.96,136.92,113.84,399.32,679.32,583.47,224.05,108.23,381.45,674.84,585.12,250.36,105.81,383.09,682.33,569.14,259.63,105.36,377.02,672.87,579.66,265.09,102.48,376.02,667.06,585.73,268.71,-0.000630129633357047,0.0397115524721761,-0.00718604273749558,-0.00117461829544277,0.0130749345787074,0.0379426694358493,0.0404105824468636,0.0423355918042727,0.0733153486080317,0.0353834645363798,-0.000370216012831275,-0.0452520032774518,0.0441713016272648,0.0394483453388929,0.0391566463566062,0.0396890356113832
25,70,249.94,459.84,622.29,667.93,0,127.97,430.91,690.4,614.75,135.97,110.09,397.41,689.37,586.87,216.26,105.34,381.47,699.95,570.38,242.86,104.4,373.86,693.87,574.83,253.04,105.5,377.09,675.7,575.26,266.45,106.36,373.13,674.59,582.01,263.91,-0.000680494827667751,0.0384314121807844,-0.00773278992412472,-0.000535352442699499,0.0132478797115948,0.0369345653199631,0.0386325167668062,0.0411416167428436,0.0700150532853806,0.0371741587819013,-0.00150818735388699,-0.0443982352470703,0.0427634210128563,0.0391232369690434,0.0376447385987869,0.0379726109350548
25,75,248.33,459.68,619.65,672.34,0,200.37,473.9,673.37,594.47,57.89,180.95,474.52,707.4,536.72,100.41,169.1,487.49,710.43,505.22,127.76,165.94,484.95,715.3,493,140.81,162.15,482.76,714.36,488.63,152.1,163.94,482.96,712.02,484.86,156.22,0.000510618639718387,0.0376949458325713,-0.0063051490472059,0.00221761071700492,0.011704760906049,0.0354022230175009,0.040571729010879,0.0383957466619421,0.0699857189821701,0.0367222942993241,-6.82783936283204e-06,-0.0420307043974643,0.0409149419160552,0.0378250878975263,0.0368888504193007,0.0379022416680148
25,80,248.85,461.64,617.59,671.92,0,197.21,472.86,690.11,584.23,55.59,175.85,473.75,721.71,531.48,97.21,168.47,477.21,717.82,511.78,124.72,165.62,476.31,719.74,495.92,142.41,163.8,476.82,721.54,485.42,152.42,165.19,477.21,717.89,482.55,157.16,-0.000191442690122983,0.0384377722523965,-0.00720532422050779,0.00144966403400625,0.0115653361101166,0.0358651309439985,0.0410976298555508,0.0400094720612193,0.0708914068521931,0.0372689787447351,-0.000811667055394369,-0.0438628076165616,0.0425521296650882,0.0390864713812835,0.0371969730755605,0.0385815789064131
25,85,248.93,460.08,625.43,665.56,0,199.05,472.11,681.51,588.96,58.37,177.29,478.84,705.14,535.94,102.79,171.23,482.91,709.97,505.26,130.63,166.48,482.19,715.47,489.87,145.99,165.96,486.12,709.75,483.16,155.01,167.09,483.21,708.95,480.01,160.74,0.000509682983193995,0.0380841311868299,-0.00587202444743051,0.00193977665223063,0.0112493882781359,0.0355631965502858,0.0411504780519007,0.0389364708706535,0.0732713091831976,0.0359229399738929,-0.00117730995953481,-0.0406257496357044,0.0431379274529755,0.0388671630629949,0.0369305036326092,0.0377957801137918
25,90,252.26,459.5,621.65,666.59,0,256.75,504.18,673.57,552.03,13.47,259.13,532.91,702.75,479.16,26.05,261.28,556.19,710.64,435.59,36.3,265.17,570.89,710.64,408.9,44.4,265.75,583.06,709.76,390.52,50.91,267.58,592.96,705.14,377.47,56.85,0.00908347312090935,0.0463361457939848,-0.00440600070496722,0.0256995553874451,0.0135961623038953,0.0380215095271475,0.0636319845759467,0.0395557308048409,0.0719188682675779,0.0565961887998977,0.0104121917974962,-0.0436760978984247,0.0450735857481198,0.0512190018408309,0.0432511076116452,0.0466418677038837
25,95,250.26,463.39,620,666.35,0,253.42,510.81,676.06,545.72,13.99,258.93,541.14,698.41,476.36,25.16,262.02,561.8,707.62,433.53,35.03,266.45,577.61,704.88,407.95,43.11,268.05,587.75,705.96,387.6,50.64,269.85,596.54,699.42,379.18,55.01,0.00915792925918541,0.0452753195541952,-0.00335127850815405,0.025492223834046,0.0120970996212727,0.0371991879430239,0.0624895870802557,0.0382544251895957,0.0721252323079933,0.054905292495286,0.0105351721614987,-0.0425464406064051,0.0428068025031289,0.0499250566461795,0.0426757394636187,0.0453848592666156
25,100,247.87,459.38,621.73,671.02,0,274.55,513.36,681.99,530.1,0,298.01,555.75,699.79,446.45,0,320.48,584.6,706.42,388.5,0,340.02,605.54,707.97,346.47,0,357.77,625.63,699.36,317.24,0,373.31,640.51,694.15,292.03,0,0.0261192270008377,0.0653088277609102,-0.00357132893169219,0.0799508455032787,0.012679883562808,0.0412677443917963,0.119918924440736,0.0395264368018838,0.0780485423585664,0.0951313642431711,0.0303931059665269,-0.0436024721598472,0.0477770233860513,0.0834985284743096,0.0592634825966811,0.0623222934605191
30,50,249.6,460.93,624.05,665.42,0,121.69,444.24,707.88,474.88,251.31,144.95,381.65,611.79,593.82,267.79,126.27,396.8,659.41,530.75,286.77,134.36,389.4,624.67,569.49,282.08,133.21,389.04,643.38,547,287.37,134.36,387.77,627.73,565.07,285.07,-0.000649650288435324,0.0417019798739446,-0.00780145327028999,-0.00266959020646923,0.0162094652361193,0.0402637626012512,0.0424121602626982,0.0436070135967304,0.0794568919325202,0.0404868648504193,-0.00215570273265326,-0.0485962632570319,0.0482997123923279,0.0427159350717757,0.040710026095118,0.0407327046913668
30,55,249.26,460.8,622.73,667.21,0,123.93,442.68,717.61,469.97,245.81,143.64,385.61,609.82,589.67,271.26,126.49,401.56,653.13,527.87,290.95,140.52,373.22,628.53,576.84,280.89,125.54,396.84,643.66,540.84,293.12,133.94,389.18,628.13,568.04,280.71,0.000707426302226397,0.0418708352290072,-0.00662445509724777,-0.000229821865105171,0.0165646613135291,0.0406487174635176,0.0425940432607267,0.0433132232371462,0.0778879717132095,0.0410329479613105,8.11529992395612e-05,-0.0465482677705903,0.0469028753900926,0.0425657613924489,0.0410905591105165,0.0412613779379008
30,60,248.92,459.64,623.24,668.2,0,174.25,485.09,730.43,472.12,138.11,182.66,479.33,679.28,487.9,170.83,182.7,476.75,681.16,480.32,179.07,183.21,479.1,676.48,478.21,183,182.5,476.07,683.95,476.36,181.12,181.84,481.81,676.4,477.09,182.86,0.000766337972807897,0.0390580115108795,-0.00565405212754221,-0.00103105390149791,0.0158296803475576,0.0377769725982269,0.0403899735086231,0.0398042798628778,0.0726831556867942,0.0392719964627587,-0.000397765195568035,-0.0433924004215005,0.042206414680771,0.0391420437280631,0.0383540339480204,0.0392038257964141
30,65,250.23,463.17,619.32,667.28,0,169.12,483.77,740.01,470.7,136.4,186.38,474.52,674.86,490.96,173.28,187.32,477.44,677.61,475.78,181.85,184.12,481.09,680.98,472.05,181.76,183.05,485.95,674.99,473.23,182.78,183.28,480.52,679.18,473.74,183.28,0.000256611316253743,0.0388573737608992,-0.00618724799765847,-0.0012896727429621,0.015233010456976,0.0374266648125222,0.0404958151861888,0.0394846322723636,0.0715027027419509,0.0392949185168265,-0.00109494629298192,-0.0439115332848947,0.0427615247399106,0.0390459573285762,0.0377471320805302,0.0392749088406859
30,70,251.75,462.75,619.72,665.78,0,174.36,489.2,724.32,476.99,135.13,184.21,477.96,675.95,488.64,173.24,182.66,478.63,683.4,473.35,181.96,187.45,479.4,673.19,477.87,182.09,185.64,477.84,679.48,475.33,181.71,182.85,482.71,673.1,476,185.34,8.75895147240921e-06,0.0386618956534,-0.00757862492474853,-0.00103637338411239,0.0163261559904046,0.0375381599159189,0.0402126213049042,0.0388014101970245,0.071493232218937,0.0379164641462533,-0.000510866384932402,-0.0445850008758005,0.0414810316472442,0.0383626819931872,0.0376935040865701,0.039475996127626
30,75,249.91,462.05,623.28,664.76,0,234.71,533.3,729.05,447.99,54.95,252.01,562.06,710.2,393.87,81.86,263.25,571.65,692.48,379.65,92.97,266.95,588.94,668.27,374.31,101.53,269.63,577.88,676.5,372.62,103.37,266.3,580.39,677,374.42,101.89,0.00152867271430919,0.0397501808003339,-0.00494519000966498,0.000600802595034079,0.0156975833628189,0.0372326611828665,0.0442519045022644,0.0387064861127919,0.0741142875130792,0.0411600727433458,-0.000297716141696734,-0.0427998350077415,0.0415621459112213,0.0404542739090697,0.0385016506956881,0.040372656243132
30,80,249.99,460.81,621.81,667.39,0,238.42,536.36,719.57,449.09,56.56,254.98,568.99,697.75,396.65,81.63,266.22,571.04,693.14,373.68,95.92,271.77,576.15,676.66,372.84,102.58,272.01,578.25,675.34,370.75,103.65,271.42,579.75,677.56,367.1,104.17,0.00292789121175452,0.04022930515203,-0.00464333428272216,0.00460746411793599,0.0157057891201049,0.0379992053292142,0.0445133086078534,0.0389291894065562,0.0725592265206125,0.0434219542000345,0.0022278570028936,-0.043173914844204,0.0418423428530798,0.0408422897093804,0.0391022834522111,0.0408194052488103
30,85,249.41,462.97,623.48,664.14,0,239.57,534.46,729.38,440.1,56.49,249.15,565.2,707.9,395.22,82.53,262.01,577.07,690.84,372.58,97.5,261.9,583.61,678.92,374.91,100.66,268.22,569.59,687.26,370.89,104.04,268.28,570.98,681.52,373.14,106.08,0.0020947103461439,0.0395752350864161,-0.00669109912244402,0.00416896851976524,0.016639765790527,0.0376197270606367,0.0433306923730938,0.0383301517132617,0.0717707889848897,0.04000758120182,0.00233948185349255,-0.0431779810043057,0.040980007495086,0.0390955298947028,0.0382499734958834,0.0412754506571941
30,90,246.76,463.9,623.7,665.64,0,295.71,560.45,723.1,406.88,13.86,343.14,606.91,704.76,322.3,22.89,371.6,643.87,671.33,285.23,27.97,392.54,661.4,644.99,269.02,32.05,405.12,670.37,631.81,255.81,36.89,416.52,671.57,620.97,251.22,39.72,0.0100510220459799,0.0492016894423417,-0.0039166685055098,0.0254883114376573,0.0169230014043724,0.0422453396883495,0.0661393422891883,0.0400044017536359,0.0761077458378896,0.0616579179502578,0.010274359335298,-0.0447893949356746,0.0441024220599369,0.0538671392458273,0.0456539331178419,0.051081892378452
